original,translate
A small brass badge belonging to a member of the glorious Imperial Sewer-patrol,"Небольшой латунный жетон, принадлежавший одному из членов славного Имперского патруля канализации"
It's covered in filth,Он весь в грязи
Silver Flute,Серебряная флейта
A small silver flute that can be used to drain the mercury-pool in the Tower of Ash,"Маленькая серебряная флейта, с помощью которой можно осушить ртутный бассейн в Башне Пепла"
Telescope,Телескоп
A collapsed field-telescope used for stargazing,"Разрушенный полевой телескоп, используемый для наблюдения за звездами"
Lotus Petals,Лепестки лотоса
One of the ingredients needed to craft the ‘Salts of Elthanyr’,"Один из ингредиентов, необходимых для изготовления ""Соли Эльтанира"""
Salamander's Horn,Рог саламандры
Sylversalt,Сильверсалт
Salts of Elthanyr,Соли элтанира
A special salt that can apparently be used to unsummon conjured creatures,"Особая соль, которая может быть использована для отмены призыва существ"
Bring it to Calipero the Magos underneath the Tower of Ash,Отнесите его Калиперо Магосу под Башней Пепла
#Ranged Weapons,#Дальнобойное оружие
Ranged,Дальнобойное
Light Bow,Легкий лук
Composite Longbow,Композитный лук
Fine Composite Bow,Тонкий композитный лук
Masterwork Composite Bow,Композитный лук мастерской работы
Poor Composite Bow,Плохой композитный лук
Longbow,Лонгбоу
Fine Longbow,Изящный лук
Masterwork Longbow,Мастерский лук
Crude Longbow,Сырой длинноствольный лук
Shortbow,Короткий лук
Fine Shortbow,Изящный короткий лук
Masterwork Shortbow,Мастерский короткий лук
Crude Shortbow,Грубый короткий лук
#Reagents,#Реагенты
Chitin,Хитин
A thick piece of chitin taken from the exo-skeleton of an unnaturally large creature,"Толстый кусок хитина, взятый из экзоскелета неестественно большого существа"
"As chitin dries it can be ground into powder, providing a potent alchemical ingredient","Когда хитин высыхает, его можно измельчить в порошок, что позволяет получить мощный алхимический ингредиент"
Cruel Fang,Жестокий клык
"A slimy, curved fang pulled from the mouth of some sort of overgrown monstrosity","Склизкий изогнутый клык, вытащенный из пасти какого-то чудовища-переростка"
The end is still incredibly sharp,Конец по-прежнему невероятно острый
Egg Cluster,Скопление яиц
Not to be mistaken for their smaller and more edible counterparts,Не путать с их более мелкими и съедобными собратьями
"Whilst these eggs make for a potent alchemical ingredient, ingesting them in any other way can have…unpleasant effects","Хотя эти яйца и являются мощным алхимическим ингредиентом, их употребление в пищу может привести к... неприятным последствиям"
Emerald King (insect,Изумрудный король (насекомое
Called “the King of insects” due to its shimmering emerald scales,"Его называют ""королем насекомых"" из-за переливающейся изумрудной чешуи"
"Its royal title, however, does not keep it safe from the alchemists and artificers who consider it a prized reagent","Однако королевский титул не защищает его от алхимиков и ремесленников, которые считают его ценным реактивом"
Firewing (insect,Огнекрыл (насекомое
"Whilst this small insect is a popular alchemical ingredient, its fire-like sting makes it one of the Empire’s most hated pests","Хотя это маленькое насекомое является популярным алхимическим ингредиентом, его огненное жало делает его одним из самых ненавистных вредителей Империи"
Graveroot,Граверут
"Often found growing on graves, the roots of this weed are believed to feed on the flesh of the dead","Корни этого сорняка, часто растущего на могилах, по поверьям, питаются плотью умерших"
For this reason it is despised by grave-keepers and much sought after by those who dabble in the arcane,"По этой причине его презирают могильщики и ищут те, кто занимается магией"
Gullyfern,Гуллиферн
This small fern is often found growing near streams or in the deeper parts of the forest,Этот небольшой папоротник часто встречается вблизи ручьев или в глубине леса
"It emits a fresh, pleasant scent","Излучает свежий, приятный аромат"
Hound Ear,Ухо гончей
"A large, leathery ear cut from the freshly dead head of some monstrous hound","Большое кожистое ухо, вырезанное из свежеубитой головы какой-то чудовищной гончей"
A delicate flower that is said to grow on the sites of battles over the graves of dead soldiers,"Нежный цветок, который, по преданию, растет на местах сражений над могилами погибших солдат"
Lizard's Eye,Глаз ящерицы
"They say beauty lies in the eye of the beholder, but the slick goo coating this lizard’s eye gives you some doubts","Говорят, что красота - в глазах смотрящего, но слизь, покрывающая глаз этой ящерицы, заставляет усомниться"
"Still, the rarity of reptilians throughout the Empire’s inner cities means it should fetch a decent price","Тем не менее, редкость рептилий во внутренних городах Империи означает, что за него можно выручить приличную цену"
Mercury,Ртуть
"Believed to be at the core of all metals, this liquid element is a commodity amongst alchemists and is as fast working as it is toxic","Считается, что он лежит в основе всех металлов, этот жидкий элемент является предметом торговли среди алхимиков и так же быстро действует, как и токсичен"
Cavechild,Cavechild
A small pinkish mushroom that is sometimes found in caves,"Небольшой розоватый гриб, который иногда можно найти в пещерах"
"Though eating it will cause acute vomiting, it is a valuable alchemical agent when used properly","Хотя употребление его в пищу вызывает острую рвоту, при правильном использовании он является ценным алхимическим веществом"
Glowman,Glowman
The Glowman is so called for its faint bioluminescence,Светлячок назван так за слабое биолюминесцентное свечение
It grows naturally in damp cave-systems and it a commonly used alchemical ingredient,Он растет в сырых пещерных системах и является широко используемым алхимическим ингредиентом
Laughtercap,Лазеркап
"Easily recognizable with its red cap and white spots, the Laughtercap is not to be ingested as it is said to cause hysterical laughter and odd visions","Легко узнаваемый по красной шапочке и белым пятнам, смехотворный колпачок не следует употреблять в пищу, поскольку он, как говорят, вызывает истерический смех и странные видения"
Many an apprentice alchemist has ignored this warning through the ages,Многие начинающие алхимики игнорировали это предупреждение на протяжении веков
Protoplasma,Протоплазма
"Whilst this jelly-like substance may look harmless, its properties have been known to create potions just as acidic as the creature it comes from","Хотя эта желеобразная субстанция может выглядеть безобидно, известно, что ее свойства позволяют создавать зелья, столь же кислотные, как и существо, из которого она происходит"
"Do not, under any circumstances, ingest",Ни в коем случае не проглатывайте
Rat Tail,Крысиный хвост
Rats are so ubiquitously despised throughout the Empire that certain merchants will pay a bounty for their tails,"Крысы настолько презираемы в Империи, что некоторые торговцы готовы платить за их хвосты"
As will certain alchemists,Как и некоторые алхимики
Rotcrawler (insect,Гнилозуб (насекомое
"Whilst most citizens of the Empire would be disgusted by its presence, this larva-like insect can be useful to those who know what to do with it","Хотя большинство граждан Империи испытывают отвращение от его присутствия, это личиноподобное насекомое может быть полезным для тех, кто знает, что с ним делать"
Rotmold,Rotmold
"An aggressive mold known to eat almost any organic material it comes into contact with, this mold has cost more than a few citizens their cheese cellars","Агрессивная плесень, известная тем, что разъедает практически любые органические материалы, с которыми вступает в контакт"
And pets,И домашние животные
Scale,Масштаб
"This rare, luminescent scale was likely taken from some sort of giant lizard or sea creature","Эта редкая люминесцентная чешуя, скорее всего, была взята у гигантской ящерицы или морского существа"
"Whilst it is primarily used as an alchemical ingredient, its beauty makes it a popular ingredient amongst artisans on the Outer Isles","Хотя он используется в основном как алхимический ингредиент, его красота делает его популярным ингредиентом среди ремесленников на Внешних островах"
Typically given as a gift to those in grief,"Обычно дарится тем, кто переживает горе"
"It is said that if the plant is placed near your bed it will gorge on your despair, offering some slight respite","Говорят, что если поставить растение рядом с кроватью, оно будет питаться вашим отчаянием, давая небольшую передышку"
Spider Silk,Паучий шелк
"Though it may be light in weight, it is not light in use","Несмотря на малый вес, он не так прост в использовании"
This silky ingredient has been used in a variety of potion recipes for centuries and is popular amongst the Empire’s finest alchemists,Этот шелковистый ингредиент уже много веков используется в различных рецептах зелий и пользуется популярностью среди лучших алхимиков Империи
"Unfortunately, the same cannot be said for the creature that spins it","К сожалению, то же самое нельзя сказать о существе, которое его вращает"
"Named due to an old wives’ tale in which flowers began to grow at the site of a fallen star, this white plant is often given between lovers as a sign of affection","Это белое растение, названное так из-за сказки старых жен, в которой цветы начали расти на месте упавшей звезды, часто дарят влюбленным в знак привязанности"
Sulfur,Сера
"Sometimes called the Heart of Life by alchemists across the Empire, this element is known to be extremely flammable yet alchemically potent","Этот элемент, который алхимики всей Империи иногда называют Сердцем Жизни, известен как чрезвычайно огнеопасный, но при этом алхимически мощный"
Caution is advised,Рекомендуется соблюдать осторожность
"Often found growing in areas of direct sunlight, these bright flowers are often used as decoration during the summer solstice","Эти яркие цветы, часто растущие в местах с прямыми солнечными лучами, используются в качестве украшения во время летнего солнцестояния"
Tusk,Бивень
A huge tusk pried from the jaws of a monstrous hog,"Огромный бивень, вырванный из пасти чудовищного борова"
"For those who are brave or foolish enough to hunt such creatures, this useful alchemical ingredient makes a fine prize","Для тех, кто достаточно храбр или глуп, чтобы охотиться на таких существ, этот полезный алхимический ингредиент станет прекрасным призом"
Venom Gland,Венозная железа
A rather foul smelling sack removed from some kind of venomous animal,"Довольно дурно пахнущий мешок, снятый с какого-то ядовитого животного"
The liquid inside does not look much better than it smells,"Жидкость внутри выглядит не намного лучше, чем пахнет"
Do not ingest,Не проглатывать
Withered Hand,Засохшая рука
"Judging by the rotten scent emitting from this shriveled hand, it was likely cut from the wrist of a freshly risen ghoul","Судя по гнилостному запаху, исходившему от этой сморщенной руки, она, скорее всего, была отрезана от запястья только что воскресшего упыря"
"Though desecration of the dead is taboo in Imperial society, the many uses for a ghoul’s flesh nonetheless causes it to fetch a hefty price on the black markets","Хотя осквернение мертвых запрещено в имперском обществе, множество вариантов использования плоти упыря, тем не менее, приводит к тому, что на черных рынках она стоит очень дорого"
Fellbell,Fellbell
"Fellbells emit a soft, mesmerizing chime that seems to attract mushroom-pickers and animals alike","Колокольчики издают мягкий, завораживающий звон, который, кажется, привлекает и собирателей грибов, и животных"
Unfortunately it is also highly poisonous,"К сожалению, он также очень ядовит"
#Shields,#Shields
Buckler,Баклер
A small rounded shield to be worn on the forearm,Небольшой округлый щит для ношения на предплечье
Large Shield,Большой щит
A large shield,Большой щит
Plank Shield,Планк-щит
An improvised shield made from wooden planks,Импровизированный щит из деревянных досок
Tower Shield,Башенный щит
Shield,Щит
A medium sized shield,Щит среднего размера
Round Shield,Круглый щит
#Trinkets,#Тринкеты
Bone Comb,Костяная расческа
"Finely carved from whale-bone, these combs provide a small modicum of luxury to the women and long-haired men of the Outer Isles","Изящно вырезанные из китовой кости, эти гребни обеспечивают небольшую толику роскоши женщинам и длинноволосым мужчинам Внешних островов"
Buttons,Кнопки
A small collection of mismatched buttons,Небольшая коллекция несовпадающих пуговиц
Conch Shell,Раковина кончака
You can hear the sea in them,В них слышно море
Cracked Wine Jug,Треснувший кувшин для вина
A clay vessel commonly used to hold wine,"Глиняный сосуд, обычно используемый для хранения вина"
It does its job poorly,Он плохо выполняет свою работу
Drinking Horn,Питьевой рог
A vessel used by locals from which wine or ale is drunk,"Сосуд, используемый местными жителями, из которого пьют вино или эль"
Embalming Tool,Инструмент для бальзамирования
A tool used by followers of the Imperial faith to prepare the dead for burial,"Инструмент, используемый последователями имперской веры для подготовки умерших к погребению"
Fishing Hook,Рыболовный крючок
A small metal hook used by locals to catch a variety of fish,"Небольшой металлический крючок, используемый местными жителями для ловли разнообразной рыбы"
Flute,Флейта
A small bone or wood instrument,Небольшой костяной или деревянный инструмент
Fork,Вилка
A two pronged fork,Вилка с двумя зубцами
"Though a good knife and fingers will suffice for most of the Empire's citizens, it simply will not do for a small select elite","Хотя для большинства граждан Империи достаточно хорошего ножа и пальцев, для небольшой избранной элиты этого просто не хватит"
Glass Bead,Стеклянная бусина
A spherical piece of glass sometimes used by islanders/locals to create jewelry or fool children,"Сферический кусок стекла, иногда используемый островитянами/местными жителями для создания украшений или обмана детей"
Goblet,Бокал
"A beaten up and ugly, albeit well crafted, tin goblet","Побитый и уродливый, хотя и хорошо сделанный, оловянный кубок"
Ink Pot,Чернильный горшок
A glass vessel half full of rich Ombarian ink,"Стеклянный сосуд, наполовину наполненный насыщенными омбарскими чернилами"
Mug,Кружка
A roughly made mug,Грубо сделанная кружка
Likely used for the Empire's drink of choice,"Вероятно, используется для приготовления напитка Империи"
Ale,Ale
Old Shears,Старые ножницы
A cutting tool commonly used by local farmers to shear their meager flocks,"Режущий инструмент, обычно используемый местными фермерами для стрижки своих скудных стад"
Ornate Gamepiece,Декоративный игровой прибор
A piece from a set of pieces belonging to the game “Lancers,"Фигурка из набора фигурок, принадлежащих игре ""Лансеры"
Ornate Hand Mirror,Декоративное ручное зеркало
"Commonly used by members of nobility to check their appearance, these handheld items are believed by some to be ‘mirrors to the soul’","Эти ручные предметы, обычно используемые представителями знати для проверки своего внешнего вида, по мнению некоторых, являются ""зеркалами для души"""
Parchment,Пергамент
A stack of writing paper,Стопка писчей бумаги
Pitcher,Кувшин
A pitcher used for serving drinks,"Кувшин, используемый для подачи напитков"
Plate,Тарелка
A tin plate used for serving meals,"Оловянная тарелка, используемая для подачи блюд"
Ream of Fine Cloth,Бобина тонкой ткани
Finely spun cloth is difficult to produce and highly coveted among the tailors of the Heartlands,Тонко пряденая ткань сложна в производстве и очень ценится среди портных Сердечных земель
Ream of Routhspun Cloth,Бобина рутшпанской ткани
"Not as expensive as it's finer counterpart, but still a local commodity","Не такой дорогой, как его более тонкий аналог, но все же местный товар"
Rusty Bread Knife,Ржавый хлебный нож
A common household item often found in dining areas,"Обычный предмет домашнего обихода, часто встречающийся в столовых"
Rusty Stick Pin,Ржавая булавка для палочки
A brass pin sometimes used by commonfolk to hold various garments in place,"Латунная булавка, иногда используемая простолюдинами для фиксации различных предметов одежды"
Scrimshaw,Скримшоу
A small carving made from walrus teeth,Небольшая резьба по зубам моржа
Silk Ribbon,Шелковая лента
Commonly used for braiding hair,Обычно используется для заплетания волос
Stained Glass Bottle,Бутылка с витражом
An empty glass bottle that has taken on a green tint,"Пустая стеклянная бутылка, которая приобрела зеленый оттенок"
Decorative Shell,Декоративная ракушка
"The exoskeleton of various sea creatures, these shells are sometimes used by locals to create jewelry","Эти раковины, являющиеся экзоскелетом различных морских обитателей, иногда используются местными жителями для создания украшений"
Wooden Doll,Деревянная кукла
"A toy made from smooth yew, these doll’s are popular gifts given to local children","Игрушка из гладкого тиса, эта кукла - популярный подарок для местных детей"
Weaving Comb,Расческа для плетения
A tool commonly used in the weaving of tapestries,"Инструмент, обычно используемый при плетении гобеленов"
This one appears to be made from the wood of the Yew Trees often found in the Outer Isles,"Этот, похоже, сделан из древесины тисовых деревьев, которые часто встречаются на Внешних островах"
Worn Dice,Изношенные кости
The bane of fools everywhere,Повсеместная беда дураков
You wonder how many fortunes have fallen prey to its faded numbers,"Вы задаетесь вопросом, сколько состояний стало жертвой его блеклых цифр"
Writing Quill,Пишущее перо
A popular writing tool made from the feather of a large bird,"Популярный инструмент для письма, изготовленный из пера крупной птицы"
This one appears to need sharpening,"Этот, похоже, нуждается в заточке"
Yarn,Пряжа
A yarn of wool spun from the shag of the sturdy breed of goats that roam the hills in the Outer Isles,"Пряжа из шерсти, выпряденной из лохмотьев выносливых коз, которые бродят по холмам на Внешних островах"
