original,translate
Masterwork Handaxe,명품 손도끼
Crude Handaxe,조잡한 손도끼
Longsword,롱소드
Fine Longsword,고급 롱소드
Masterwork Longsword,명품 롱소드
Crude Longsword,조잡한 롱소드
Mace,메이스
Fine Mace,고급 메이스
Masterwork Mace,명품 메이스
Crude Mace,조잡한 메이스
Mathias's Sword,마티아스의 검
A beautifully crafted bastard-sword,아름답게 제작된 바스타드 소드입니다
Rapier,레이피어
Fine Rapier,고급 레이피어
Masterwork Rapier,명품 레이피어
Crude Rapier,조잡한 레이피어
Scimitar,시미터
Fine Scimitar,고급 시미터
Masterwork Scimitar,명품 시미터
Crude Scimitar,조잡한 시미터
Shortsword,숏소드
Fine Shortsword,고급 숏소드
Masterwork Shortsword,명품 숏소드
Crude Shortsword,조잡한 숏소드
The Lake Blade,호수의 검
A stunningly wrought longsword of ancient design,고대 양식으로 놀랍도록 정교하게 만들어진 롱소드입니다
The bluish sheen of its metal never seems to lose its luster; giving it its name,금속의 푸르스름한 광택은 절대 빛을 잃지 않는 것 같아, 그 이름이 붙여졌습니다
You recovered this sword from the crypt under Horryn,당신은 호린 지하 묘지에서 이 검을 회수했습니다
Two-Hander,양손검
A large sword that must be wielded two-handed,양손으로 휘둘러야 하는 거대한 검입니다
Fine Two-Hander,고급 양손검
Masterwork Two-Hander,명품 양손검
Crude Two-Hander,조잡한 양손검
Waraxe,전투 도끼
Fine Waraxe,고급 전투 도끼
Masterwork Waraxe,명품 전투 도끼
Crude Waraxe,조잡한 전투 도끼
Warhammer,워해머
Fine Warhammer,고급 워해머
Masterwork Warhammer,명품 워해머
Crude Warhammer,조잡한 워해머
#Misc Items,#기타 아이템
Vomit Cups,구토 컵
"A bag of highly toxic fungi for Esteban, the alchemist in the Underhalls","지하 전당의 연금술사 에스테반을 위한맹독성 버섯이 든 가방입니다"
Bee Smoker,훈연기
A small apparatus that creates smoke,연기를 만드는 작은 장치입니다
Used to calm bees before harvesting honey,꿀을 채취하기 전에 벌들을 진정시키는 데 사용됩니다
Cassilda's Song,카실다의 노래
A folded up piece of paper that has ‘To Camilla - From Cassilda' written on it,"'카밀라에게 - 카실다가'라고 적힌 접힌 종이입니다"
Supposedly it contains the words of a song intended for Camilla’s eyes only,"카밀라만 볼 수 있도록 의도된 노래 가사가 적혀 있다고 합니다"
A Foul-Smelling Potion,악취 나는 물약
A bottle of medicine made by Mother Katak to help cure the infection that is spreading through the Idran refugee camp,이드라 난민 캠프에 퍼지고 있는 감염병을 치료하기 위해 카탁 어머니가 만든 약 한 병입니다
Firgol Honey,피르골 꿀
A honeycomb retrieved from one of the beehives in Firgol,피르골의 벌통 중 하나에서 채취한 벌집입니다
It has a spectacular shade of yellow,환상적인 노란색을 띠고 있습니다
Vessel,용기
A strange vessel that could hold liquid,액체를 담을 수 있는 이상한 용기입니다
Full Vessel,가득 찬 용기
A strange vessel containing liquid,액체가 담긴 이상한 용기입니다
Stuffed Animal,봉제 인형
"A small, ragged stuffed animal",지저분해 보이는 봉제 인형입니다
No doubt it should be returned to its owner with all due haste,분명 많은 사랑을 받았고 몹시 그리워하고 있을 것입니다. 원래 주인에게 돌려주면 기뻐할 것입니다.
Giant Lizard Egg,거대 도마뱀 알
Large eggs,거대한 도마뱀 둥지에서 가져온 커다란 알입니다
Something appears to be moving inside,안에서 무언가 소리를 내며 움직이는 것 같습니다
Mallet,나무망치
A rounded mallet that seems to have some kind of ceremonial purpose,일종의 의식용으로 보이는 둥근 나무망치입니다
Children's Bones,아이들의 뼈
"The tragic, mold covered, bones of two children",비극적인 최후를 맞이한 두 아이의 곰팡이 핀 뼈입니다
Lighthouse Oil,등대 기름
A pitcher full of oil,기름이 가득 찬 암포라입니다
The kind that might be used for a lighthouse beacon,등대 불을 밝히는 데 쓰이는 종류입니다
Nautical Guild Seal,항해 길드 인장
"A strange octagonal amulet, richly filegreed and with the navigational roset of the Nautical Guild carved on it","항해 길드의 나침반 문양이 풍성하게 금박으로 새겨진 기이한 팔각형 부적입니다"
This is apparently an item that the guild will pay handsomely to have returned to them,"길드, 부유한 상인, 또는 골동품 수집가 등 적절한 구매자가 거액을 지불할 물건임이 분명합니다"
Ledger,장부
A ledger containing incriminating information,범죄 사실이 담긴 장부입니다
The Whispering Tablets,속삭이는 석판
A pair of weathered stone tablets covered in indecipherable writing and grotesque symbols,해독할 수 없는 문자와 기괴한 상징들로 뒤덮인 낡은 석판 한 쌍입니다
The tablet’s condition seems to indicate that it has rested under the sea for a long time,석판의 상태를 보아하니 오랫동안 바다 밑에 있었던 것 같습니다
Did you just hear a whisper?,방금 속삭임 소리를 들으셨나요?
Rotted Horse Flesh,썩은 말고기
A large quantity of rotted horse flesh,상당한 양의 썩은 말고기입니다
Utterly inedible to humans but perhaps a treat for some other beastie?,사람은 절대 먹을 수 없지만 다른 짐승에게는 간식이 될지도 모릅니다
A Strange Idol,이상한 우상
A grotesque looking black Idol found in the 'Santa Fury' treasure hoard,'산타 퓨리' 보물 창고에서 발견된 기괴한 모습의 검은 우상입니다
Sewerjack's Badge,하수구 청소부 배지
A small brass badge belonging to a member of the glorious Imperial Sewer-patrol,영광스러운 제국 하수구 순찰대원의 작은 황동 배지입니다
It's covered in filth,오물로 뒤덮여 있습니다
Silver Flute,은피리
A small silver flute that can be used to drain the mercury-pool in the Tower of Ash,재의 탑에 있는 수은 웅덩이의 물을 빼는 데 사용할 수 있는 작은 은피리입니다
Telescope,망원경
A collapsed field-telescope used for stargazing,밤하늘의 경이로움을 올려다보는 데 사용되는 접이식 야전 망원경입니다
Lotus Petals,연꽃잎
One of the ingredients needed to craft the ‘Salts of Elthanyr’,'엘타니르의 소금'을 만드는 데 필요한 세 가지 재료 중 하나입니다
Salamander's Horn,도롱뇽 뿔
Sylversalt,실버솔트
Salts of Elthanyr,엘타니르의 소금
A special salt that can apparently be used to unsummon conjured creatures,소환된 생명체를 역소환하는 데 사용할 수 있는 빛나는 밝은 색의 소금입니다
Bring it to Calipero the Magos underneath the Tower of Ash,재의 탑 지하에 있는 마법사 칼리페로에게 가져가십시오
#Ranged Weapons,#원거리 무기
Ranged,원거리
Light Bow,가벼운 활
Composite Longbow,복합 장궁
Fine Composite Bow,고급 복합궁
Masterwork Composite Bow,명품 복합궁
Poor Composite Bow,조잡한 복합궁
Longbow,장궁
Fine Longbow,고급 장궁
Masterwork Longbow,명품 장궁
Crude Longbow,조잡한 장궁
Shortbow,단궁
Fine Shortbow,고급 단궁
Masterwork Shortbow,명품 단궁
Crude Shortbow,조잡한 단궁
#Reagents,#시약
Chitin,키틴
A thick piece of chitin taken from the exo-skeleton of an unnaturally large creature,비정상적으로 거대한 생명체의 외골격에서 떼어낸 두꺼운 키틴 조각입니다
"As chitin dries it can be ground into powder, providing a potent alchemical ingredient","키틴이 마르면 가루로 빻아 강력한 연금술 재료로 쓸 수 있습니다"
Cruel Fang,잔혹한 송곳니
"A slimy, curved fang pulled from the mouth of some sort of overgrown monstrosity","어떤 거대 괴물의 입에서 뽑아낸 끈적하고 굽은 송곳니입니다"
The end is still incredibly sharp,끝부분은 여전히 믿을 수 없을 정도로 날카롭습니다
Egg Cluster,알 덩어리
Not to be mistaken for their smaller and more edible counterparts,"작고 식용 가능한 알들과 혼동하지 마십시오. 섭취 시 배변 활동에... 바람직하지 않은 영향을 줄 수 있습니다"
"Whilst these eggs make for a potent alchemical ingredient, ingesting them in any other way can have…unpleasant effects","하지만 제대로 다룰 줄 아는 사람의 손을 거치면 강력한 연금술 재료가 될 수 있습니다"
Emerald King (insect,에메랄드 왕 (곤충
Called “the King of insects” due to its shimmering emerald scales,반짝이는 에메랄드빛 비늘 때문에 ""곤충의 왕""이라고 불립니다
"Its royal title, however, does not keep it safe from the alchemists and artificers who consider it a prized reagent","하지만 그 왕이라는 칭호도 이를 귀중한 시약으로 여기는 연금술사와 장인들로부터 안전을 보장해 주지는 못합니다"
Firewing (insect,불날개 (곤충
"Whilst this small insect is a popular alchemical ingredient, its fire-like sting makes it one of the Empire’s most hated pests","이 작은 곤충은 인기 있는 연금술 재료이지만, 불같은 침 때문에 제국에서 가장 미움받는 해충 중 하나입니다"
Graveroot,무덤뿌리
"Often found growing on graves, the roots of this weed are believed to feed on the flesh of the dead","주로 무덤가에서 자라는 이 잡초의 뿌리는 시체를 먹고 자란다고 믿어집니다"
For this reason it is despised by grave-keepers and much sought after by those who dabble in the arcane,때문에 묘지기들에게는 경멸받지만 비전 마법을 다루는 이들에게는 큰 인기를 끕니다
Gullyfern,개울고사리
This small fern is often found growing near streams or in the deeper parts of the forest,이 작은 고사리는 개울 근처나 숲 깊은 곳에서 흔히 볼 수 있습니다
"It emits a fresh, pleasant scent","상쾌하고 기분 좋은 향을 내뿜습니다"
Hound Ear,사냥개 귀
"A large, leathery ear cut from the freshly dead head of some monstrous hound","방금 죽은 괴물 사냥개의 머리에서 잘라낸 크고 가죽 같은 귀입니다"
A delicate flower that is said to grow on the sites of battles over the graves of dead soldiers,죽은 병사들의 무덤 위 전투 현장에서 자란다고 전해지는 연약한 꽃입니다
Lizard's Eye,도마뱀 눈
"They say beauty lies in the eye of the beholder, but the slick goo coating this lizard’s eye gives you some doubts","제 눈에 안경이라지만, 이 도마뱀의 눈을 덮고 있는 미끈거리는 점액을 보면 고개가 갸웃거려집니다"
"Still, the rarity of reptilians throughout the Empire’s inner cities means it should fetch a decent price","그래도 제국 도심에서는 파충류가 귀하기 때문에 꽤 괜찮은 값을 받을 수 있을 것입니다"
Mercury,수은
"Believed to be at the core of all metals, this liquid element is a commodity amongst alchemists and is as fast working as it is toxic","모든 금속의 핵심으로 여겨지는 이 액체 원소는 연금술사들의 필수품이며, 독성이 강한 만큼 효과도 빠릅니다"
Cavechild,동굴아이
A small pinkish mushroom that is sometimes found in caves,동굴에서 가끔 발견되는 분홍빛 작은 버섯입니다
"Though eating it will cause acute vomiting, it is a valuable alchemical agent when used properly","먹으면 심한 구토를 유발하지만, 제대로 사용하면 귀중한 연금술 촉매제가 됩니다"
Glowman,광대버섯
The Glowman is so called for its faint bioluminescence,광대버섯은 희미한 생체 발광 때문에 그렇게 불립니다
It grows naturally in damp cave-systems and it a commonly used alchemical ingredient,축축한 동굴에서 자연적으로 자라며 흔히 사용되는 연금술 재료입니다
Laughtercap,웃음모자
"Easily recognizable with its red cap and white spots, the Laughtercap is not to be ingested as it is said to cause hysterical laughter and odd visions","붉은 갓과 흰 반점으로 쉽게 알아볼 수 있는 웃음모자는 히스테리적인 웃음과 기이한 환각을 유발하므로 섭취해서는 안 됩니다"
Many an apprentice alchemist has ignored this warning through the ages,오랜 세월 동안 수많은 수습 연금술사들이 이 경고를 무시해 왔죠
Protoplasma,원형질
"Whilst this jelly-like substance may look harmless, its properties have been known to create potions just as acidic as the creature it comes from","이 젤리 같은 물질은 무해해 보이지만, 그 성질은 이것을 배출한 생명체만큼이나 산성이 강한 물약을 만드는 데 사용된다고 알려져 있습니다"
"Do not, under any circumstances, ingest","어떤 경우에도 섭취하지 마십시오"
Rat Tail,쥐 꼬리
Rats are so ubiquitously despised throughout the Empire that certain merchants will pay a bounty for their tails,제국 전역에서 쥐는 혐오의 대상이라 일부 상인들은 쥐 꼬리에 포상금을 지불하기도 합니다
As will certain alchemists,일부 연금술사들도 마찬가지입니다
Rotcrawler (insect,부패벌레 (곤충
"Whilst most citizens of the Empire would be disgusted by its presence, this larva-like insect can be useful to those who know what to do with it","대부분의 제국 시민들은 보기만 해도 질색하겠지만, 이 유충 같은 곤충은 사용법을 아는 이들에게는 유용할 수 있습니다"
Rotmold,부패곰팡이
"An aggressive mold known to eat almost any organic material it comes into contact with, this mold has cost more than a few citizens their cheese cellars","접촉하는 거의 모든 유기물을 먹어 치우는 것으로 알려진 공격적인 곰팡이로, 이 때문에 치즈 저장고를 날려 먹은 시민이 한두 명이 아닙니다"
And pets,애완동물도요
Scale,비늘
"This rare, luminescent scale was likely taken from some sort of giant lizard or sea creature","이 희귀하고 빛나는 비늘은 거대 도마뱀이나 바다 생물에게서 얻은 것 같습니다"
"Whilst it is primarily used as an alchemical ingredient, its beauty makes it a popular ingredient amongst artisans on the Outer Isles","주로 연금술 재료로 쓰이지만, 그 아름다움 때문에 외곽 제도 장인들 사이에서도 인기 있는 재료입니다"
Typically given as a gift to those in grief,보통 슬픔에 잠긴 사람들에게 선물로 주어집니다
"It is said that if the plant is placed near your bed it will gorge on your despair, offering some slight respite","침대 곁에 두면 절망을 먹어 치워, 작은 위안을 준다고 합니다"
Spider Silk,거미줄
"Though it may be light in weight, it is not light in use","무게는 가벼울지 몰라도 그 용도는 결코 가볍지 않습니다"
This silky ingredient has been used in a variety of potion recipes for centuries and is popular amongst the Empire’s finest alchemists,이 비단 같은 재료는 수세기 동안 다양한 물약 제조법에 사용되어 왔으며 제국 최고의 연금술사들에게 인기가 높습니다
"Unfortunately, the same cannot be said for the creature that spins it","안타깝게도, 실을 뽑아내는 생물에 대해서는 같은 말을 할 수 없겠군요"
"Named due to an old wives’ tale in which flowers began to grow at the site of a fallen star, this white plant is often given between lovers as a sign of affection","별이 떨어진 자리에서 꽃이 피어났다는 옛이야기에서 이름을 따온 이 하얀 식물은 연인들 사이에서 애정의 표시로 종종 주고받습니다"
Sulfur,유황
"Sometimes called the Heart of Life by alchemists across the Empire, this element is known to be extremely flammable yet alchemically potent","제국 전역의 연금술사들에게 때때로 '생명의 심장'이라 불리는 이 원소는 인화성이 매우 강하지만 연금술적으로 강력한 효능을 지닌 것으로 알려져 있습니다"
Caution is advised,취급에 주의가 필요합니다
"Often found growing in areas of direct sunlight, these bright flowers are often used as decoration during the summer solstice","직사광선이 닿는 곳에서 흔히 자라는 이 밝은 꽃들은 하지 축제 때 장식용으로 자주 사용됩니다"
Tusk,엄니
A huge tusk pried from the jaws of a monstrous hog,거대한 멧돼지의 턱에서 뽑아낸 커다란 엄니입니다
"For those who are brave or foolish enough to hunt such creatures, this useful alchemical ingredient makes a fine prize","그런 생물을 사냥할 만큼 용감하거나 어리석은 이들에게, 이 유용한 연금술 재료는 훌륭한 전리품이 됩니다"
Venom Gland,독샘
A rather foul smelling sack removed from some kind of venomous animal,어떤 독 있는 동물에게서 떼어낸 꽤 고약한 냄새가 나는 주머니입니다
The liquid inside does not look much better than it smells,안에 든 액체도 냄새만큼이나 상태가 좋아 보이지 않습니다
Do not ingest,먹지 마십시오
Withered Hand,메마른 손
"Judging by the rotten scent emitting from this shriveled hand, it was likely cut from the wrist of a freshly risen ghoul","이 쪼그라든 손에서 나는 썩은 냄새로 보아, 갓 일어난 구울의 손목에서 잘라낸 것 같습니다"
"Though desecration of the dead is taboo in Imperial society, the many uses for a ghoul’s flesh nonetheless causes it to fetch a hefty price on the black markets","제국 사회에서 시신 모독은 금기시되지만, 구울의 살점은 쓰임새가 많아 암시장에서 비싼 값에 거래됩니다"
Fellbell,펠벨
"Fellbells emit a soft, mesmerizing chime that seems to attract mushroom-pickers and animals alike","펠벨은 은은하고 매혹적인 종소리를 내어 버섯 채집꾼과 동물들을 모두 유인하는 것 같습니다"
Unfortunately it is also highly poisonous,불행히도 맹독성이기도 합니다
#Shields,#방패
Buckler,버클러
A small rounded shield to be worn on the forearm,팔뚝에 착용하도록 설계된 작고 둥근 방패입니다
Large Shield,대형 방패
A large shield,꽤 큽니다
Plank Shield,판자 방패
An improvised shield made from wooden planks,가난한 전투원을 위한 급조된 방패입니다. 나무 판자를 엮어 만들었습니다
Tower Shield,타워 실드
Shield,방패
A medium sized shield,중간 크기의 방패입니다
Round Shield,원형 방패
#Trinkets,#장신구 (잡동사니)
Bone Comb,뼈 빗
"Finely carved from whale-bone, these combs provide a small modicum of luxury to the women and long-haired men of the Outer Isles","고래 뼈를 정교하게 깎아 만든 이 빗은 외곽 제도의 여성들과 긴 머리 남성들에게 소소한 사치를 제공합니다"
Buttons,단추
A small collection of mismatched buttons,짝이 맞지 않는 단추 모음입니다. 어머니들은 만약을 대비해 이런 것들을 모아둡니다.
Conch Shell,소라 껍데기
You can hear the sea in them,귀를 기울이면 바다 소리가 들립니다... 여기요! 바다가 보인... 아니, 바다 소리가 들립니다
Cracked Wine Jug,금이 간 와인 주전자
A clay vessel commonly used to hold wine,와인을 담는 데 흔히 쓰이는 점토 용기입니다
It does its job poorly,제 구실을 잘 못합니다
Drinking Horn,뿔잔
A vessel used by locals from which wine or ale is drunk,현지인들이 와인이나 에일을 마실 때 사용하는 잔입니다
Embalming Tool,방부 처리 도구
A tool used by followers of the Imperial faith to prepare the dead for burial,제국 교도들이 장례를 위해 시신을 수습할 때 사용하는 도구입니다
Fishing Hook,낚싯바늘
A small metal hook used by locals to catch a variety of fish,현지인들이 다양한 물고기를 잡을 때 사용하는 작은 금속 바늘입니다
Flute,피리
A small bone or wood instrument,작은 뼈나 나무로 만든 악기입니다
Fork,포크
A two pronged fork,두 갈래 포크입니다
"Though a good knife and fingers will suffice for most of the Empire's citizens, it simply will not do for a small select elite","대부분의 제국 시민들에게는 좋은 칼과 손가락이면 충분하지만, 소수의 선택된 엘리트들에게는 어림도 없는 일입니다"
Glass Bead,유리 구슬
A spherical piece of glass sometimes used by islanders/locals to create jewelry or fool children,섬사람들과 현지인들이 장신구를 만들거나 아이들을 속일 때 가끔 사용하는 구형 유리 조각입니다
Goblet,고블렛
"A beaten up and ugly, albeit well crafted, tin goblet","찌그러지고 볼품없지만, 잘 만들어진 주석 고블렛입니다"
Ink Pot,잉크병
A glass vessel half full of rich Ombarian ink,진한 옴바리아산 잉크가 반쯤 차 있는 유리병입니다
Mug,머그잔
A roughly made mug,투박하게 만들어진 머그잔입니다
Likely used for the Empire's drink of choice,제국민이 즐겨 마시는 음료를 담는 데 쓰였을 것입니다
Ale,에일 말이죠
Old Shears,낡은 가위
A cutting tool commonly used by local farmers to shear their meager flocks,현지 농부들이 빈약한 양 떼의 털을 깎을 때 흔히 사용하는 절단 도구입니다
Ornate Gamepiece,화려한 게임 말
A piece from a set of pieces belonging to the game “Lancers,"""랜서""라는 게임 세트의 말 중 하나입니다"
Ornate Hand Mirror,화려한 손거울
"Commonly used by members of nobility to check their appearance, these handheld items are believed by some to be ‘mirrors to the soul’","귀족들이 용모를 단장할 때 흔히 사용하는 이 물건은, 일부 사람들에게 '영혼을 비추는 거울'이라고 믿어집니다"
Parchment,양피지
A stack of writing paper,글을 쓸 수 있는 종이 뭉치입니다
Pitcher,큰 주전자
A pitcher used for serving drinks,음료를 대접할 때 쓰는 큰 주전자입니다
Plate,접시
A tin plate used for serving meals,식사를 담는 데 쓰이는 주석 접시입니다
Ream of Fine Cloth,고급 천 뭉치
Finely spun cloth is difficult to produce and highly coveted among the tailors of the Heartlands,곱게 짠 천은 생산하기 어렵고 심장부의 재단사들이 매우 탐내는 물건입니다
Ream of Routhspun Cloth,거친 천 뭉치
"Not as expensive as it's finer counterpart, but still a local commodity","고급 천만큼 비싸지는 않지만, 여전히 현지에서 거래되는 상품입니다"
Rusty Bread Knife,녹슨 빵 칼
A common household item often found in dining areas,식당에서 흔히 볼 수 있는 가정용품입니다
Rusty Stick Pin,녹슨 핀
A brass pin sometimes used by commonfolk to hold various garments in place,평민들이 옷을 고정할 때 가끔 사용하는 황동 핀입니다
Scrimshaw,스크림쇼
A small carving made from walrus teeth,바다코끼리 엄니로 만든 작은 조각품입니다
Silk Ribbon,비단 리본
Commonly used for braiding hair,머리를 땋을 때 흔히 사용됩니다
Stained Glass Bottle,얼룩진 유리병
An empty glass bottle that has taken on a green tint,녹색 빛을 띠게 된 빈 유리병입니다
Decorative Shell,장식용 조개껍데기
"The exoskeleton of various sea creatures, these shells are sometimes used by locals to create jewelry","다양한 바다 생물의 외골격인 이 껍데기들은 현지인들이 장신구를 만드는 데 가끔 사용합니다"
Wooden Doll,목각 인형
"A toy made from smooth yew, these doll’s are popular gifts given to local children","매끄러운 주목으로 만든 이 인형은 현지 아이들에게 인기 있는 선물입니다"
Weaving Comb,직조 빗
A tool commonly used in the weaving of tapestries,태피스트리를 짤 때 흔히 사용하는 도구입니다
This one appears to be made from the wood of the Yew Trees often found in the Outer Isles,"본토에서는 회양목이 더 인기 있지만, 이것은 외곽 제도에서 흔히 볼 수 있는 주목으로 만들어진 것 같습니다"
Worn Dice,낡은 주사위
The bane of fools everywhere,어디서나 바보들을 파멸로 이끄는 물건입니다
You wonder how many fortunes have fallen prey to its faded numbers,얼마나 많은 재산이 이 희미해진 숫자의 희생양이 되었을지 궁금해집니다
Writing Quill,깃펜
A popular writing tool made from the feather of a large bird,큰 새의 튼튼한 날개 깃털로 만든 인기 있는 필기도구입니다
This one appears to need sharpening,이것은 좀 깎아야 할 것 같군요
Yarn,털실
A yarn of wool spun from the shag of the sturdy breed of goats that roam the hills in the Outer Isles,외곽 제도의 언덕을 배회하는 튼튼한 품종의 염소 털로 짠 털실입니다
